,Name,Term,ES,NES
835,A032139,IL-2/STAT5 Signaling,7557.7461292354765,0.9113263508378562
836,A039972,Pperoxisome,7550.546562305606,0.9104582143662656
837,A039971,IL-2/STAT5 Signaling,7549.3222905698985,0.9103105895222635
838,A028333,Adipogenesis,7546.851728305259,0.910012684769358
839,A029217,Allograft Rejection,7544.264605422401,0.9097007249316382
840,A033918,Glycolysis,7544.13618874352,0.9096852402221295
841,A029227,UV Response Dn,7542.31782623053,0.9094659788649568
842,A030988,TNF-alpha Signaling via NF-kB,7539.817879391676,0.9091645308682943
843,A029229,UV Response Up,7539.671489331917,0.9091468788968364
844,A039959,Apoptosis,7538.817096221943,0.9090438546695365
845,A029219,p53 Pathway,7533.587115306449,0.9084132143514884
846,A029220,UV Response Dn,7532.005552241257,0.9082225066891542
847,A029222,mTORC1 Signaling,7531.410773163232,0.9081507871794667
848,A008277,TNF-alpha Signaling via NF-kB,7531.223304897343,0.9081281819255023
849,A008277,Allograft Rejection,7529.330368104915,0.9078999282702573
850,A039971,TNF-alpha Signaling via NF-kB,7529.153759440827,0.9078786324862211
851,A029224,IL-6/JAK/STAT3 Signaling,7524.160330698736,0.907276516046229
852,A008277,UV Response Up,7523.216467356411,0.9071627033405968
853,A029228,TNF-alpha Signaling via NF-kB,7520.090176863541,0.9067857297220328
854,A029228,IL-2/STAT5 Signaling,7514.834807469784,0.9061520280165215
855,A029214,IL-6/JAK/STAT3 Signaling,7513.466234053027,0.9059870030214475
856,A030205,UV Response Up,7510.67489511223,0.9056504184514753
857,A006690,Glycolysis,7508.509289890799,0.9053892859564093
858,A008277,Pperoxisome,7508.139894665666,0.9053447436290037
859,A030207,Allograft Rejection,7507.94248016084,0.9053209390400152
860,A032145,Pperoxisome,7507.876102490425,0.905312935103508
861,A039972,Adipogenesis,7503.0622453015185,0.9047324717179425
862,A032148,Glycolysis,7502.491474978709,0.9046636472262808
863,A029222,p53 Pathway,7501.143622987174,0.9045011208571873
864,A032147,Allograft Rejection,7500.816501686,0.9044616759940518
865,A033915,Allograft Rejection,7498.252503213298,0.9041525045384716
866,A030982,Pperoxisome,7497.359513345371,0.9040448262460604
867,A029218,IL-2/STAT5 Signaling,7496.906554217525,0.9039902076359616
868,A028340,UV Response Up,7494.270824634388,0.9036723867166397
869,A028335,p53 Pathway,7493.804292682744,0.9036161314715215
870,A040093,IL-6/JAK/STAT3 Signaling,7492.604920544814,0.9034715090649117
871,A029228,Adipogenesis,7487.7447740629905,0.9028854640348088
872,A035447,Adipogenesis,7487.400531558174,0.9028439546667574
873,A033915,Glycolysis,7484.554992074998,0.902500834499842
874,A032145,IL-6/JAK/STAT3 Signaling,7482.448090572212,0.9022467806026514
875,A028340,Fatty Acid Metabolism,7480.964221930462,0.9020678531061088
876,A032148,Apoptosis,7480.865487760158,0.9020559475658079
877,A032145,Complement,7476.779621283784,0.9015632665836403
878,A008288,Allograft Rejection,7475.445844501721,0.9014024374281162
879,A029221,Allograft Rejection,7465.760622592792,0.9002345762975107
880,A030982,Apoptosis,7462.0808237411675,0.8997908596653396
881,A029229,Apoptosis,7459.699441248786,0.8995037083665766
882,A040093,Adipogenesis,7456.455237812632,0.8991125165974578
883,A029220,IL-6/JAK/STAT3 Signaling,7456.207850567431,0.8990826862073444
884,A029227,UV Response Up,7455.136855141052,0.8989535436909122
885,A040104,Adipogenesis,7450.561265191878,0.8984018109891242
886,A006690,Epithelial Mesenchymal Transition,7446.038511640523,0.8978564493933237
887,A029218,TNF-alpha Signaling via NF-kB,7445.588749537697,0.8978022162861373
888,A039973,Allograft Rejection,7445.564863284921,0.8977993360396715
889,A032143,Apoptosis,7441.1027936726005,0.8972612918202116
890,A029229,UV Response Dn,7439.5288089488495,0.8970714979676474
891,A032139,TNF-alpha Signaling via NF-kB,7438.613389333152,0.8969611150567115
892,A029214,UV Response Up,7438.483975162977,0.8969455100679443
893,A010853,Fatty Acid Metabolism,7435.828184201026,0.8966252701122013
894,A006690,Apoptosis,7432.8462896227775,0.8962657080075593
895,A028340,Apoptosis,7432.052960669895,0.8961700470039635
896,A029224,heme Metabolism,7430.661455908616,0.8960022569069445
897,A010844,Adipogenesis,7429.987997346612,0.895921050086385
898,A029220,UV Response Up,7429.579868252786,0.8958718371608133
899,A029228,Allograft Rejection,7427.353151039892,0.8956033356740903
900,A008287,Allograft Rejection,7426.718277546061,0.8955267815090676
901,A032137,IL-6/JAK/STAT3 Signaling,7418.156642334587,0.894494404443067
902,A006690,UV Response Up,7416.609366537503,0.894307831199962
903,A033918,Fatty Acid Metabolism,7416.288758050576,0.894269171663449
904,A030206,IL-2/STAT5 Signaling,7412.801831446957,0.8938487119069322
905,A029228,UV Response Dn,7412.6416469135875,0.8938293965735298
906,A039972,Interferon Gamma Response,7411.300161464291,0.8936676378933222
907,A032139,Adipogenesis,7408.918881974489,0.8933804990147917
908,A033915,Apoptosis,7408.199870211718,0.8932937993089838
909,A029215,TNF-alpha Signaling via NF-kB,7407.662002627936,0.8932289422875941
910,A030207,UV Response Up,7407.036793598874,0.8931535534807695
911,A032143,Pperoxisome,7402.9610501461375,0.8926620931506367
912,A030206,Adipogenesis,7402.6670257989135,0.8926266391765509
913,A008288,heme Metabolism,7402.368135805182,0.8925905984942322
914,A029220,Fatty Acid Metabolism,7401.564288976395,0.8924936692266193
915,A008287,TNF-alpha Signaling via NF-kB,7400.278137564685,0.892338582822205
916,A040104,UV Response Up,7399.540100969603,0.8922495890685808
917,A030988,Pperoxisome,7396.957276614714,0.8919381475549407
918,A030988,UV Response Up,7396.119561647547,0.8918371344075001
919,A032154,Interferon Gamma Response,7393.805634662363,0.8915581170127037
920,A010853,IL-2/STAT5 Signaling,7393.358424630182,0.8915041916386943
921,A008277,UV Response Dn,7393.152238368364,0.8914793293357852
922,A040104,Pperoxisome,7392.473113280768,0.891397439235581
923,A035447,Fatty Acid Metabolism,7390.420049280114,0.8911498771593007
924,A030205,TNF-alpha Signaling via NF-kB,7388.186735045245,0.890880580192039
925,A035447,IL-2/STAT5 Signaling,7387.523362962511,0.89080058961693
926,A032154,Adipogenesis,7383.592625423975,0.8903266143555437
927,A030997,Adipogenesis,7377.949954527605,0.8896462111521236
928,A029229,Complement,7374.592384019634,0.889241349381645
929,A030210,Adipogenesis,7373.992702874948,0.8891690387721183
930,A029219,Interferon Gamma Response,7373.15716591622,0.8890682882527747
931,A029215,UV Response Dn,7371.522234519891,0.8888711453429958
932,A029227,Pperoxisome,7371.51834448569,0.8888706762758147
933,A010853,TNF-alpha Signaling via NF-kB,7369.381893734388,0.8886130592781495
934,A028333,Fatty Acid Metabolism,7369.026531832651,0.8885702091136165
935,A032147,Adipogenesis,7366.949955545117,0.8883198118843375
936,A039972,Apoptosis,7361.286742836137,0.8876369317129423
937,A030988,Fatty Acid Metabolism,7360.23266678554,0.8875098293646668
938,A032154,IL-2/STAT5 Signaling,7359.804548218153,0.8874582060731364
939,A028335,Fatty Acid Metabolism,7357.340743558911,0.8871611161642019
940,A030206,Fatty Acid Metabolism,7354.182733835698,0.8867803177849294
941,A008287,UV Response Up,7353.807838852221,0.8867351122869678
942,A039959,Complement,7353.35854498146,0.8866809356400293
943,A029217,Apoptosis,7353.309277893368,0.8866749949277005
944,A029229,Pperoxisome,7351.2551789365225,0.8864273080545784
945,A028335,IL-2/STAT5 Signaling,7347.768189652168,0.8860068407399078
946,A040093,Glycolysis,7347.589514823776,0.8859852958141374
947,A030207,UV Response Dn,7345.532901755705,0.8857373057850519
948,A039959,Fatty Acid Metabolism,7345.194763241414,0.8856965324469379
949,A030982,Glycolysis,7345.160489564018,0.8856923996665008
950,A028334,Adipogenesis,7342.177237247235,0.885332673843353
951,A032139,Apoptosis,7332.892596680907,0.8842131155171714
952,A032145,Glycolysis,7327.490188304377,0.8835616835919212
953,A032143,Complement,7324.731934587793,0.8832290884966063
954,A039971,Fatty Acid Metabolism,7323.848588603207,0.8831225730806483
955,A039959,Glycolysis,7322.189465834252,0.8829225131325145
956,A030210,UV Response Dn,7317.446283163712,0.8823505718049566
957,A008289,Pperoxisome,7315.450625654319,0.8821099319045871
958,A028333,TNF-alpha Signaling via NF-kB,7309.948222802899,0.8814464424692875
959,A032137,Complement,7308.495621418262,0.8812712852337246
960,A029214,Adipogenesis,7305.519499345948,0.8809124191880237
961,A029227,Apoptosis,7304.672751491851,0.8808103168391542
962,A008289,Apoptosis,7303.961734277278,0.8807245811300606
963,A033915,Pperoxisome,7303.486150277688,0.8806672343730443
964,A029214,Complement,7300.356086722639,0.8802898057919917
965,A030989,Fatty Acid Metabolism,7297.8728813674825,0.8799903765129449
966,A008288,UV Response Up,7297.031723419779,0.8798889482048421
967,A040104,Complement,7296.16054592498,0.8797839000868329
968,A032137,Glycolysis,7291.946917434992,0.8792758133358487
969,A029215,Allograft Rejection,7290.801160910343,0.8791376559944003
970,A006690,Complement,7290.766639270723,0.8791334933142412
971,A032145,Fatty Acid Metabolism,7290.21958654821,0.8790675287326319
972,A030997,UV Response Up,7287.940938068183,0.8787927652821751
973,A039959,Pperoxisome,7287.413942416932,0.8787292192175746
974,A028334,Pperoxisome,7282.724246342466,0.878163727398056
975,A029227,Fatty Acid Metabolism,7282.678323328573,0.8781581899200891
976,A029227,Complement,7281.245474628331,0.8779854144980299
977,A010844,TNF-alpha Signaling via NF-kB,7280.30140230699,0.8778715765933395
978,A028334,Fatty Acid Metabolism,7280.116145136748,0.8778492379571857
979,A029221,Apoptosis,7278.968588792584,0.8777108635903276
980,A028333,Pperoxisome,7276.825147565642,0.8774524036687871
981,A029222,TNF-alpha Signaling via NF-kB,7276.66188501227,0.8774327171823072
982,A028335,Adipogenesis,7275.9136617140575,0.8773424950980624
983,A030213,IL-2/STAT5 Signaling,7273.44686374668,0.8770450442507565
984,A039959,IL-6/JAK/STAT3 Signaling,7272.154860149638,0.8768892521795189
985,A028340,Pperoxisome,7271.673558682733,0.8768312160002152
986,A032148,Pperoxisome,7270.968240868728,0.8767461675348888
987,A032148,Fatty Acid Metabolism,7266.584539426865,0.8762175730875679
988,A029224,Glycolysis,7265.575750396067,0.8760959315279703
989,A032143,Fatty Acid Metabolism,7265.57081679271,0.8760953366253806
990,A032148,Complement,7259.043559942673,0.8753082684883451
991,A010844,Allograft Rejection,7258.524687294155,0.8752457019097332
992,A030206,Allograft Rejection,7257.079333739699,0.8750714186303098
993,A030997,Allograft Rejection,7252.45470989006,0.8745137733343682
994,A032148,IL-6/JAK/STAT3 Signaling,7252.2391063905525,0.874487775484338
995,A030210,Apoptosis,7251.131472225576,0.8743542150042198
996,A029222,Allograft Rejection,7248.818479750769,0.8740753102943319
997,A029221,UV Response Up,7248.3296855173085,0.8740163706240289
998,A029221,Adipogenesis,7246.785384710725,0.8738301561105227
999,A008287,UV Response Dn,7245.851293104977,0.8737175216981121
1000,A035447,Allograft Rejection,7245.499039229368,0.8736750463048483
1001,A006690,Pperoxisome,7245.106948720046,0.8736277673400685
1002,A029228,Fatty Acid Metabolism,7239.507626778133,0.8729525912299911
1003,A029222,Adipogenesis,7236.790282253289,0.8726249290371296
1004,A033918,Pperoxisome,7233.860537498713,0.8722716552501543
1005,A039973,Apoptosis,7231.395453335357,0.8719744110563583
1006,A010844,UV Response Up,7229.572011744744,0.8717545372550524
1007,A008289,Fatty Acid Metabolism,7229.256569733738,0.8717165007013133
1008,A030988,UV Response Dn,7225.996078288401,0.8713233448953353
1009,A039971,Apoptosis,7224.112319600725,0.8710961979521403
1010,A029219,Adipogenesis,7223.953119750604,0.8710770013535799
1011,A008287,Apoptosis,7222.340166039905,0.8708825085518761
1012,A032143,Glycolysis,7221.480246695131,0.8707788179614425
1013,A008287,Pperoxisome,7221.476903615543,0.8707784148470127
1014,A032143,IL-6/JAK/STAT3 Signaling,7220.157946805502,0.8706193727098394
1015,A030989,Pperoxisome,7219.792441888938,0.8705752994826985
1016,A033915,IL-6/JAK/STAT3 Signaling,7216.687554407003,0.8702009066769216
1017,A028340,IL-6/JAK/STAT3 Signaling,7216.194313535083,0.8701414308231149
1018,A010853,UV Response Up,7214.664319190375,0.8699569414080006
1019,A039972,Allograft Rejection,7213.672112422319,0.8698372993668751
1020,A029214,UV Response Dn,7212.438855320517,0.8696885910515902
1021,A039971,heme Metabolism,7211.06562420159,0.8695230044225782
1022,A008277,Fatty Acid Metabolism,7209.862082953949,0.8693778792973702
1023,A030205,Fatty Acid Metabolism,7209.801627251569,0.8693705894422077
1024,A030997,Fatty Acid Metabolism,7209.342400421863,0.8693152150615702
1025,A033915,Fatty Acid Metabolism,7208.788479836532,0.8692484223409558
1026,A030988,Allograft Rejection,7207.023399113234,0.8690355857959077
1027,A028334,Allograft Rejection,7204.678909362381,0.8687528830889516
1028,A039958,Fatty Acid Metabolism,7201.636550669569,0.8683860301147911
1029,A030206,UV Response Up,7201.497659349472,0.8683692823545802
1030,A032154,Pperoxisome,7200.726690787196,0.8682763176063001
1031,A030206,Pperoxisome,7199.529557937409,0.8681319652170019
1032,A039973,Complement,7199.4713682572055,0.8681249486027879
1033,A030205,Apoptosis,7198.278813577823,0.8679811482573472
1034,A032139,Pperoxisome,7196.153902666694,0.8677249227539523
1035,A030989,UV Response Up,7195.638218214357,0.867662740613656
1036,A028335,TNF-alpha Signaling via NF-kB,7194.025206321374,0.8674682407962296
1037,A029228,Apoptosis,7190.49058311704,0.8670420296995204
1038,A029229,Fatty Acid Metabolism,7184.156991767128,0.8662783140898777
1039,A029215,Apoptosis,7180.660429217049,0.8658566924139506
1040,A032147,Apoptosis,7179.454598599379,0.8657112912324688
1041,A030210,Pperoxisome,7176.829679635563,0.8653947738766812
1042,A040093,Hypoxia,7175.935873119468,0.8652869971113945
1043,A032139,Fatty Acid Metabolism,7172.7739230994175,0.8649057236041834
1044,A029219,Pperoxisome,7163.748015233818,0.863817363723142
1045,A030210,heme Metabolism,7161.257693032432,0.8635170762822315
1046,A039971,UV Response Up,7160.110682316845,0.863378767708229
1047,A032154,TNF-alpha Signaling via NF-kB,7158.169895308403,0.8631447441895883
1048,A029220,Pperoxisome,7153.987287586371,0.8626403979774866
1049,A030210,Fatty Acid Metabolism,7149.559601181834,0.862106499745831
1050,A010853,Adipogenesis,7144.648072792408,0.8615142589947349
1051,A028340,UV Response Dn,7142.379418379871,0.8612407006465532
1052,A029221,IL-6/JAK/STAT3 Signaling,7141.765342752533,0.8611666543249342
1053,A039973,UV Response Up,7139.368150982633,0.8608775967156199
1054,A030997,Pperoxisome,7139.011592762041,0.8608346022968505
1055,A028335,Pperoxisome,7136.854305916466,0.8605744728462086
1056,A030205,UV Response Dn,7136.529784937322,0.8605353415344873
1057,A039971,Interferon Gamma Response,7135.053648576642,0.8603573464100265
1058,A028340,Glycolysis,7130.003185730788,0.8597483526972646
1059,A029229,IL-6/JAK/STAT3 Signaling,7127.194477266479,0.8594096736795288
1060,A029224,Complement,7125.761197712271,0.8592368463043388
1061,A029218,Adipogenesis,7125.316434008877,0.8591832159129672
1062,A008289,UV Response Dn,7124.562179913166,0.8590922666245292
1063,A030988,Complement,7124.112961586226,0.8590380990867978
1064,A029217,UV Response Up,7118.489361963524,0.8583599955311748
1065,A030205,Pperoxisome,7116.816223046344,0.8581582454911808
1066,A008289,UV Response Up,7116.680950998507,0.8581419341491989
1067,A030989,Allograft Rejection,7115.607587369235,0.8580125060706872
1068,A008288,Glycolysis,7114.839100830346,0.8579198406091623
1069,A035447,Pperoxisome,7114.8065555076955,0.8579159162367872
1070,A030988,Apoptosis,7114.663494554032,0.8578986656948107
1071,A030210,UV Response Up,7113.83630190077,0.8577989213465294
1072,A029220,Glycolysis,7112.737329158141,0.8576664052759859
1073,A029220,Complement,7110.567204523379,0.8574047278220939
1074,A010844,Fatty Acid Metabolism,7109.641575436788,0.8572931138351608
1075,A028333,UV Response Up,7109.387455725324,0.8572624716323975
1076,A029219,Fatty Acid Metabolism,7101.469314324739,0.8563076881844461
1077,A039958,UV Response Up,7100.485833539826,0.85618909833775
1078,A029227,Glycolysis,7098.5034552932975,0.855950059674305
1079,A008287,Complement,7097.575269253519,0.8558381373654492
1080,A029218,Fatty Acid Metabolism,7091.565752612229,0.8551134992554417
1081,A028334,UV Response Dn,7086.571429586669,0.8545112749811726
1082,A030207,Fatty Acid Metabolism,7083.638182572402,0.8541575788855499
1083,A030210,IL-6/JAK/STAT3 Signaling,7081.634106286929,0.8539159238343202
1084,A040093,Fatty Acid Metabolism,7081.144262558211,0.8538568576140293
1085,A029217,IL-6/JAK/STAT3 Signaling,7080.5689737567045,0.8537874882762412
1086,A029222,Fatty Acid Metabolism,7080.405080733157,0.853767725766556
1087,A008288,UV Response Dn,7080.305985501953,0.8537557766888952
1088,A029219,Allograft Rejection,7078.810082573316,0.8535753980768261
1089,A032154,Fatty Acid Metabolism,7077.695660628608,0.8534410191142626
1090,A029224,KRAS Signaling Up,7077.535545988834,0.8534217122087534
1091,A030205,IL-6/JAK/STAT3 Signaling,7076.591690357825,0.8533079004329651
1092,A028335,Allograft Rejection,7075.909786055856,0.8532256752101925
1093,A030989,Complement,7071.748704476351,0.8527239246583026
1094,A032147,Pperoxisome,7071.729090479877,0.8527215595680327
1095,A032147,UV Response Dn,7070.14781799218,0.8525308869440451
1096,A010853,heme Metabolism,7067.181488779959,0.8521732017386768
1097,A030989,Glycolysis,7065.294987170071,0.8519457240490865
1098,A008289,Complement,7065.173724112019,0.8519311019357876
1099,A028334,UV Response Up,7064.653345972556,0.8518683538224238
1100,A029227,IL-6/JAK/STAT3 Signaling,7064.274690443401,0.8518226948712353
1101,A008288,Complement,7063.9444246554285,0.8517828708403387
1102,A040104,Fatty Acid Metabolism,7059.7983999112985,0.8512829358681998
1103,A030205,Glycolysis,7054.449083355932,0.8506379058483344
1104,A029228,Pperoxisome,7054.367719613827,0.8506280948648858
1105,A030213,UV Response Up,7053.660120786488,0.8505427713509506
1106,A029214,Pperoxisome,7045.709034314488,0.8495840153282134
1107,A039973,Fatty Acid Metabolism,7041.5510142278745,0.8490826339365328
1108,A033918,Allograft Rejection,7041.396251490281,0.8490639723728226
1109,A032139,UV Response Up,7039.836851182421,0.8488759371348354
1110,A029217,Complement,7038.888789066617,0.8487616181336956
1111,A035447,UV Response Up,7035.459439274253,0.8483481010905743
1112,A030206,Apoptosis,7034.181703608774,0.8481940294716757
1113,A028340,Complement,7032.6222938136,0.8480059930896915
1114,A008277,Apoptosis,7027.5351032741655,0.8473925706868952
1115,A039958,Complement,7026.102573006339,0.8472198336619781
1116,A006690,Inflammatory Response,7024.555219331825,0.8470332510282752
1117,A008277,Complement,7022.585639108671,0.8467957555730486
1118,A029228,Glycolysis,7021.739224746618,0.8466936934372378
1119,A030207,Pperoxisome,7019.926945080764,0.8464751655604953
1120,A040104,Inflammatory Response,7019.1758148685985,0.8463845929554419
1121,A039971,Allograft Rejection,7017.526822674581,0.846185754569892
1122,A032147,Fatty Acid Metabolism,7017.117064612294,0.8461363452204317
1123,A028333,Allograft Rejection,7015.049537196153,0.8458870391200165
1124,A030982,Complement,7014.463658224018,0.845816392800786
1125,A030207,IL-6/JAK/STAT3 Signaling,7012.43565730997,0.8455718528756692
1126,A030997,Apoptosis,7012.382846934917,0.8455654849075527
1127,A008277,heme Metabolism,7004.163919386561,0.844574432135686
1128,A029217,Adipogenesis,7004.004993519828,0.8445552685745253
1129,A010844,Pperoxisome,7001.293432914545,0.8442283038168803
1130,A035447,Complement,7000.679892893613,0.8441543220796259
1131,A032139,Glycolysis,6999.759066428673,0.8440432872012773
1132,A035447,TNF-alpha Signaling via NF-kB,6999.557420375657,0.8440189723647489
1133,A030206,TNF-alpha Signaling via NF-kB,6999.36926678294,0.8439962844728675
1134,A028334,Glycolysis,6998.5805862373345,0.8439011839824152
1135,A029224,Fatty Acid Metabolism,6992.347335166865,0.8431495675805447
1136,A029222,Pperoxisome,6992.183503179205,0.8431298124306744
1137,A039972,TNF-alpha Signaling via NF-kB,6990.9438452875,0.8429803322968598
1138,A008277,Glycolysis,6989.910773285792,0.8428557626538246
1139,A029218,Pperoxisome,6988.279047337815,0.8426590062626587
1140,A039958,IL-6/JAK/STAT3 Signaling,6986.297572437081,0.8424200765262418
1141,A010844,UV Response Dn,6985.9978457392735,0.8423839349526707
1142,A035447,Glycolysis,6981.722311050593,0.8418683834431216
1143,A040093,Complement,6980.069802439086,0.8416691210417522
1144,A030210,Complement,6977.9536128421005,0.8414139471697903
1145,A030213,Glycolysis,6977.822645182201,0.8413981548584937
1146,A030982,IL-6/JAK/STAT3 Signaling,6975.738421345237,0.8411468354742234
1147,A028334,Apoptosis,6974.812855603612,0.841035229125538
1148,A008289,IL-6/JAK/STAT3 Signaling,6972.25539216451,0.8407268456758291
1149,A040093,Pperoxisome,6970.361229969412,0.8404984442593703
1150,A030213,Adipogenesis,6969.940353560987,0.8404476942401337
1151,A029215,Glycolysis,6969.057071974199,0.8403411865893757
1152,A032147,UV Response Up,6968.354307503856,0.840256446010729
1153,A029215,Fatty Acid Metabolism,6967.067580379742,0.8401012901858983
1154,A029229,Glycolysis,6964.9627077616915,0.8398474809352057
1155,A030982,heme Metabolism,6964.92842497188,0.8398433470559775
1156,A029219,TNF-alpha Signaling via NF-kB,6962.683750050141,0.8395726801970667
1157,A032145,heme Metabolism,6961.451306425912,0.8394240699723414
1158,A030988,Glycolysis,6953.7364657078,0.838493800879055
1159,A033918,Complement,6953.007948060613,0.8384059549369476
1160,A029217,Fatty Acid Metabolism,6949.662109132421,0.8380025077810389
1161,A029218,UV Response Up,6947.404879131751,0.8377303270085787
1162,A028333,Apoptosis,6946.390964185337,0.8376080673570404
1163,A040093,UV Response Up,6945.5514379374235,0.8375068358021747
1164,A039972,Fatty Acid Metabolism,6943.119980729891,0.8372136464059884
1165,A010844,Apoptosis,6942.099529127774,0.8370905985529828
1166,A039973,Pperoxisome,6939.77339624544,0.8368101093495918
1167,A010844,Glycolysis,6933.122330369133,0.8360081121019215
1168,A008288,Pperoxisome,6932.269536271566,0.8359052806863563
1169,A029215,Pperoxisome,6932.124156358748,0.8358877505201973
1170,A030997,UV Response Dn,6932.063681995116,0.835880458414828
1171,A029217,Pperoxisome,6931.954530783936,0.8358672967693754
1172,A039959,UV Response Dn,6931.108058168962,0.8357652276093246
1173,A030213,Pperoxisome,6924.21273429223,0.8349337773013923
1174,A030207,Apoptosis,6920.8423997252685,0.8345273764181804
1175,A029219,UV Response Dn,6918.392909344899,0.8342320125502252
1176,A029222,Apoptosis,6917.941078887361,0.8341775300371818
1177,A008288,Fatty Acid Metabolism,6917.103891276578,0.8340765804793036
1178,A029221,Complement,6915.994998012606,0.8339428681748091
1179,A010853,Apoptosis,6914.578756876073,0.8337720953220574
1180,A030207,Glycolysis,6912.286750213336,0.833495721118382
1181,A035447,Apoptosis,6910.670300151134,0.8333008067204506
1182,A030989,Apoptosis,6909.973450661319,0.8332167793805827
1183,A032147,Complement,6901.919652540975,0.832245638206231
1184,A028333,UV Response Dn,6898.406148414129,0.8318219736851132
1185,A039971,Pperoxisome,6891.841191145633,0.8310303595651627
1186,A029228,UV Response Up,6890.874689294631,0.8309138170682475
1187,A008289,Glycolysis,6888.726849196199,0.8306548267230286
1188,A030997,IL-6/JAK/STAT3 Signaling,6888.050066103186,0.8305732190246595
1189,A029218,Apoptosis,6880.472513980412,0.8296595044322075
1190,A010853,Allograft Rejection,6878.855523159691,0.8294645248286606
1191,A040104,Glycolysis,6877.40513684918,0.8292896346906404
1192,A028333,Glycolysis,6876.137086472449,0.829136730940932
1193,A039958,heme Metabolism,6872.273235469222,0.8286708209758789
1194,A030206,UV Response Dn,6868.4964837393,0.828215413594737
1195,A030989,UV Response Dn,6862.740290611711,0.8275213216805629
1196,A030988,heme Metabolism,6862.415560864805,0.8274821651952569
1197,A039959,heme Metabolism,6861.0922583021365,0.8273225990395711
1198,A029218,Allograft Rejection,6859.366806010899,0.8271145409607166
1199,A030206,Glycolysis,6857.143505012829,0.8268464514071991
1200,A032154,Apoptosis,6854.456230209837,0.8265224150744045
1201,A029221,Pperoxisome,6852.857957315999,0.8263296925114767
1202,A029217,Glycolysis,6850.098737357566,0.8259969809050164
1203,A039972,UV Response Up,6842.906757272005,0.8251297592684865
1204,A030982,KRAS Signaling Up,6839.323190601499,0.82469764648235
1205,A033915,Apical Junction,6838.184706044487,0.8245603660075781
1206,A029221,UV Response Dn,6835.707596137565,0.8242616717284242
1207,A032147,Glycolysis,6831.997338054534,0.8238142822684376
1208,A033915,Complement,6828.448242392573,0.8233863260572758
1209,A029220,Apical Junction,6822.7329376299385,0.8226971645342247
1210,A032145,KRAS Signaling Up,6820.242677523604,0.8223968845808449
1211,A029214,Fatty Acid Metabolism,6820.141392617268,0.8223846714682969
1212,A030997,Glycolysis,6820.054456108455,0.8223741885108151
1213,A030982,Apical Junction,6817.054475673316,0.8220124455816679
1214,A029221,Fatty Acid Metabolism,6815.360247274459,0.8218081525347972
1215,A030988,IL-6/JAK/STAT3 Signaling,6813.392707145345,0.8215709030777063
1216,A033918,Apical Junction,6811.127665406422,0.8212977803520775
1217,A029215,UV Response Up,6808.532178803605,0.8209848120022616
1218,A010853,Complement,6807.862165589784,0.8209040206278593
1219,A028333,Complement,6803.135008803534,0.820334011729679
1220,A029228,Apical Junction,6792.420375618853,0.819042022372827
1221,A029219,heme Metabolism,6786.427128569159,0.8183193460788537
1222,A032145,Apical Junction,6785.387234093532,0.8181939537698869
1223,A010853,Bile Acid Metabolism,6783.945304423272,0.8180200833484553
1224,A032139,UV Response Dn,6779.337933453671,0.8174645184352015
1225,A008287,Fatty Acid Metabolism,6778.005988420724,0.8173039101552149
1226,A008288,Apical Junction,6777.126809291865,0.8171978971860657
1227,A039971,Glycolysis,6773.171432523068,0.8167209508828612
1228,A029219,Apoptosis,6772.170497518748,0.8166002563756213
1229,A030213,Allograft Rejection,6771.439410792236,0.8165121006494002
1230,A032148,heme Metabolism,6770.68062119871,0.8164206044626405
1231,A035447,UV Response Dn,6770.447455518042,0.816392488933848
1232,A032139,Allograft Rejection,6770.238209077277,0.816367257629167
1233,A029220,heme Metabolism,6765.227252200215,0.815763027615762
1234,A029224,Apical Junction,6763.6871346752505,0.8155773175297276
1235,A028335,UV Response Up,6763.288794634864,0.8155292849854755
1236,A039958,Glycolysis,6760.833516607063,0.8152332232327907
1237,A029228,Complement,6757.755536965089,0.8148620750217888
1238,A030205,Complement,6753.006949715476,0.8142894820005592
1239,A028335,Apoptosis,6752.592151255543,0.8142394648710658
1240,A029219,UV Response Up,6751.917787141823,0.814158148857484
1241,A029215,Complement,6750.135379426787,0.8139432229932286
1242,A028334,IL-6/JAK/STAT3 Signaling,6750.007501457949,0.8139278032423265
1243,A032154,UV Response Up,6749.426372693331,0.8138577297114921
1244,A032137,Apical Junction,6748.8164756423175,0.8137841872499721
1245,A029224,Pperoxisome,6744.021273672544,0.8132059733436146
1246,A039971,Complement,6737.123279870239,0.8123742010913501
1247,A029214,Glycolysis,6736.075556569636,0.8122478647688673
1248,A030213,Fatty Acid Metabolism,6735.70374986489,0.8122030316609989
1249,A010853,Glycolysis,6733.949529989368,0.8119915047361209
1250,A028335,heme Metabolism,6730.884150037145,0.8116218758179194
1251,A029219,Glycolysis,6730.568544947351,0.8115838195998526
1252,A008287,Glycolysis,6727.882567250834,0.8112599396744433
1253,A030207,Complement,6725.833743130113,0.8110128888503594
1254,A039972,Glycolysis,6724.286800525171,0.8108263557841501
1255,A006690,Estrogen Response Early,6721.176977477038,0.8104513678391008
1256,A030213,UV Response Dn,6716.948130086736,0.8099414459662891
1257,A030210,Glycolysis,6715.977136288524,0.8098243618224612
1258,A029222,Complement,6714.939132361065,0.8096991974791252
1259,A032154,Glycolysis,6714.171997544374,0.8096066950106456
